Age,Weight,Temperature,Heart_Rate,Activity_Level,Eating_Habits,Hydration,Exercise_Hours,Pet_Type,Breed_Category,Vaccination_Status,Sick
14,5.757103892,37.037655,102,8,3,2.934828067,4.623415953,Dog,Large,Up-to-date,1
18,14.1028599,38.71333532,131,3,3,2.480118664,1.689474206,Cat,Large,Up-to-date,1
8,22.0459851,38.40681714,97,5,3,2.648893834,0.440404224,Dog,Large,Up-to-date,1
10,37.97200635,36.6685875,141,2,2,2.199010069,3.570634827,Dog,Medium,Up-to-date,1
13,16.86667241,39.53800385,177,2,3,2.671231439,4.509835751,Cat,Small,Up-to-date,0
8,4.466454456,38.71990428,88,1,4,1.981995696,1.59498472,Dog,Small,Not up-to-date,0
4,16.75013502,37.450305,134,3,4,1.918341914,1.326794314,Cat,Small,Not up-to-date,0
4,7.538164683,38.73449876,115,4,3,2.684278678,3.574297195,Dog,Medium,Up-to-date,0
5,10.73960531,36.45061235,65,3,1,0.537665427,3.64101917,Cat,Medium,Not up-to-date,0
1,25.48744368,37.8730245,68,8,2,1.696947258,4.147755862,Cat,Large,Not up-to-date,0
17,4.562106916,36.67593764,81,1,1,2.675184785,3.729373458,Dog,Medium,Not up-to-date,1
2,19.65950274,36.16572498,105,5,2,0.990373819,2.002169843,Cat,Small,Not up-to-date,0
8,25.15954027,37.35330508,174,7,2,2.895023304,2.115030445,Dog,Small,Up-to-date,0
7,18.03061891,36.60294193,148,9,4,2.351504372,4.023176645,Cat,Medium,Not up-to-date,1
15,2.726801324,38.53407183,90,1,2,2.406056208,1.33575387,Cat,Large,Not up-to-date,0
5,39.44973556,38.69627158,80,9,3,2.163690452,0.543808706,Cat,Small,Not up-to-date,0
2,15.95039916,36.59476922,97,9,2,1.618686021,1.089741564,Cat,Medium,Not up-to-date,0
7,31.5859331,36.09845202,111,4,4,1.652391059,2.526700682,Cat,Small,Up-to-date,0
8,14.3745667,39.17124225,78,5,4,2.597770301,2.852412737,Dog,Large,Up-to-date,0
7,20.05063677,36.00822808,69,6,2,0.847848359,0.353022003,Dog,Small,Up-to-date,0
7,16.76161842,37.37565236,105,4,2,1.805168628,1.516817323,Dog,Small,Up-to-date,1
14,15.01649072,37.97833319,160,6,2,1.274867647,3.74646227,Cat,Medium,Not up-to-date,0
18,2.830352334,39.27456875,135,5,1,2.960791021,4.312362513,Cat,Small,Not up-to-date,0
6,15.68079564,39.35423457,142,3,3,0.509232468,0.649658407,Dog,Small,Not up-to-date,0
4,35.80061964,38.89975776,125,3,2,0.659185851,2.593582019,Dog,Medium,Up-to-date,0
10,28.23494687,36.98879049,138,9,3,2.918469667,0.748703294,Cat,Small,Not up-to-date,0
18,7.526068646,38.88074774,97,5,4,1.859479367,3.610263645,Cat,Medium,Not up-to-date,0
12,24.46389018,36.98615679,121,3,3,0.846337785,0.784975375,Dog,Large,Not up-to-date,0
16,35.90477268,36.85843277,131,8,2,1.621600727,0.483347629,Dog,Large,Up-to-date,0
7,28.60129356,38.18851182,105,8,4,1.306643857,2.203613303,Dog,Large,Not up-to-date,0
6,7.65000691,38.71541778,94,3,2,2.778020372,0.473625349,Cat,Large,Up-to-date,0
5,34.97763488,36.21220706,161,7,3,2.218948282,4.080389754,Cat,Large,Not up-to-date,1
3,13.4586725,36.2400904,102,9,3,0.826297144,4.134211873,Dog,Medium,Not up-to-date,0
12,19.25489348,39.13668275,89,3,1,1.841114045,2.558635897,Cat,Medium,Up-to-date,1
15,21.99342487,39.437989,132,8,3,0.836150431,2.862319866,Dog,Small,Not up-to-date,0
10,34.31925097,38.41776367,122,1,4,2.163076591,0.662972687,Dog,Small,Not up-to-date,0
19,37.40108482,37.71531204,89,3,2,2.318068213,1.383222554,Dog,Large,Up-to-date,0
16,37.32680936,39.38126592,172,4,3,1.905400179,0.605011328,Dog,Large,Up-to-date,0
11,2.302258889,38.91526813,142,3,2,2.914889525,1.071862495,Dog,Small,Not up-to-date,0
8,37.03176245,38.31837679,88,9,1,2.860836127,1.972641166,Dog,Large,Not up-to-date,0
3,4.066704708,37.27902849,125,5,2,1.01478905,3.409224514,Dog,Medium,Up-to-date,0
7,12.09939896,36.79198025,151,3,2,0.500823464,3.639814908,Dog,Medium,Up-to-date,1
7,21.56953848,37.67469216,131,3,3,2.156872044,2.222358295,Cat,Large,Not up-to-date,0
14,20.23717618,37.1472903,148,2,3,1.689103893,1.465204115,Dog,Medium,Not up-to-date,0
2,24.97897217,37.35703435,133,6,2,1.336646311,4.048214102,Cat,Small,Not up-to-date,1
10,20.21895669,38.06252422,81,9,1,2.792224391,2.187832823,Cat,Medium,Up-to-date,0
19,37.50627583,36.67637583,94,7,4,2.946269417,2.802592895,Cat,Large,Up-to-date,0
9,11.14085623,39.22470672,101,2,4,2.826443173,1.333723051,Dog,Medium,Up-to-date,1
16,12.41293837,36.58211785,83,9,4,1.750488145,0.332580754,Dog,Large,Not up-to-date,0
19,36.98804156,37.92397456,85,3,4,2.258391657,0.822571569,Dog,Large,Not up-to-date,0
18,4.916101522,38.98388535,90,7,2,0.928934031,3.565584468,Cat,Medium,Up-to-date,1
9,25.16331123,37.94008283,146,7,2,2.877141479,1.382790881,Cat,Large,Up-to-date,0
16,27.90596618,37.44408825,61,4,2,1.209191721,0.631933028,Cat,Medium,Up-to-date,0
13,21.21058549,37.89956522,98,4,2,0.981848355,3.210139947,Cat,Small,Not up-to-date,0
10,28.3808114,39.3946828,156,2,1,0.650396416,2.390006293,Dog,Large,Up-to-date,1
14,8.564676548,39.96172679,147,2,2,1.8759283,0.11615139,Dog,Large,Up-to-date,0
12,34.40002485,38.52457316,71,2,2,2.871159476,4.954150889,Cat,Large,Not up-to-date,0
19,7.3209762,39.17377617,160,5,2,0.838970627,1.911140307,Dog,Small,Up-to-date,0
7,17.23087288,36.05795474,132,3,3,0.802075756,3.276007657,Cat,Medium,Up-to-date,1
15,4.85978885,39.52145764,103,7,4,1.181494081,4.917905332,Cat,Medium,Up-to-date,1
16,22.718021,39.81619904,102,7,3,2.163484732,3.172925917,Cat,Small,Up-to-date,0
8,27.45034068,38.30067737,167,6,1,1.869533766,1.558260047,Dog,Large,Up-to-date,1
10,37.76642213,39.01521945,126,8,1,0.740517401,2.441631036,Dog,Small,Up-to-date,0
4,30.09477544,38.05097897,167,4,4,1.605750604,0.513967973,Dog,Medium,Up-to-date,0
19,22.56191083,37.14481496,146,9,4,0.667330716,0.846196934,Dog,Large,Up-to-date,0
19,37.43944665,39.40899189,147,5,2,2.629758696,1.558234782,Dog,Medium,Up-to-date,0
15,20.18059985,38.38734685,156,4,4,0.767779448,0.423754508,Dog,Small,Not up-to-date,0
14,23.32581482,38.31753234,153,3,1,1.678245779,0.567528295,Cat,Small,Not up-to-date,0
1,24.65174405,38.63652882,97,9,2,1.776158954,4.197675837,Dog,Large,Up-to-date,1
16,17.57922958,39.42401266,166,4,1,1.825315681,1.247997537,Dog,Small,Not up-to-date,0
10,33.86234224,38.9276245,125,9,3,2.022887286,1.612774695,Dog,Small,Not up-to-date,0
19,9.036685676,36.84449678,99,1,2,2.253956052,0.867923714,Cat,Large,Not up-to-date,0
3,23.08400323,37.86729418,81,5,2,0.510895017,2.021070192,Dog,Small,Up-to-date,1
5,29.44486374,39.92119333,134,1,3,0.577285918,3.488957511,Dog,Large,Not up-to-date,0
9,36.35109453,38.21824286,122,9,1,2.02887849,4.726625608,Cat,Small,Not up-to-date,1
18,35.58889906,39.75298141,118,7,4,0.955355109,2.693926415,Dog,Small,Up-to-date,1
11,21.332131,39.25347795,135,9,2,2.579612785,1.501130666,Dog,Small,Not up-to-date,0
16,26.44013514,38.66409377,78,5,4,2.068779122,2.549315057,Dog,Small,Up-to-date,0
2,16.98103397,37.39746081,79,9,3,2.951001822,0.638307493,Dog,Medium,Up-to-date,0
12,19.79075499,37.21727739,178,4,1,2.320010726,3.385683506,Cat,Large,Not up-to-date,1
6,36.43810012,38.57368426,132,3,1,0.726786031,1.642343719,Cat,Small,Not up-to-date,0
11,37.36675174,37.73024496,102,2,1,0.927439856,4.72428864,Dog,Large,Not up-to-date,1
8,36.02573421,39.19501449,117,4,4,0.616372243,3.292706708,Dog,Large,Not up-to-date,0
12,7.258092749,39.04182696,141,3,4,2.352939664,2.380684373,Cat,Medium,Up-to-date,0
2,34.30319281,37.24852195,164,9,4,0.817058212,1.152893454,Cat,Small,Not up-to-date,0
9,38.03782178,38.81091513,170,8,4,2.159418734,0.459692472,Dog,Small,Up-to-date,0
15,15.72748839,37.97820076,113,1,2,1.888494361,0.940871544,Cat,Medium,Not up-to-date,0
2,21.708559,37.2931684,141,2,4,2.083244102,2.850161501,Cat,Small,Up-to-date,0
1,31.60561972,37.65186637,99,3,3,1.771674745,2.597974079,Cat,Medium,Up-to-date,0
10,23.35896923,39.58140747,159,6,2,0.532571777,0.047300476,Dog,Small,Not up-to-date,0
2,39.75237382,37.43807077,86,5,1,1.133045189,3.720311954,Cat,Medium,Up-to-date,0
12,19.31710788,37.14959709,72,5,4,2.712454592,0.200727787,Dog,Medium,Not up-to-date,0
8,29.12982303,37.40722888,106,6,4,2.82317142,0.390088797,Dog,Large,Up-to-date,0
5,32.11846333,36.85847374,131,8,2,0.743024471,3.559471946,Cat,Medium,Up-to-date,0
1,20.7758158,38.17853995,171,1,1,2.881571746,3.230525968,Cat,Small,Not up-to-date,1
15,34.56538462,36.58974575,166,5,1,2.176315129,1.077123395,Cat,Small,Not up-to-date,0
6,22.75387447,39.26977515,82,6,3,2.806393934,3.314137145,Cat,Small,Not up-to-date,1
12,17.64273028,36.90232099,178,6,2,1.502909845,0.094852123,Cat,Medium,Not up-to-date,1
8,6.097299606,38.39222011,118,9,3,0.754362606,1.390431103,Cat,Small,Up-to-date,0
13,16.9497159,36.500102,136,7,2,1.25613316,3.797732513,Dog,Medium,Not up-to-date,1
19,29.88958528,39.91381259,66,4,2,2.224203793,2.373521563,Dog,Medium,Not up-to-date,0
1,37.00888364,37.81830184,109,7,2,2.488053747,4.277910491,Cat,Medium,Not up-to-date,0
11,11.56381735,39.28868536,163,7,1,0.625305707,0.718211883,Dog,Small,Not up-to-date,1
1,15.49894966,39.07459134,125,6,3,1.717379175,4.313181498,Cat,Medium,Up-to-date,1
8,7.850517776,38.85477219,62,8,3,0.660916755,2.430803173,Cat,Small,Not up-to-date,0
5,28.24746998,39.30945948,165,8,4,2.659033261,0.507397003,Dog,Small,Not up-to-date,0
17,38.48716034,36.40185443,98,6,3,1.690847062,0.233119132,Cat,Large,Not up-to-date,0
8,26.35618435,38.71398879,146,2,4,2.787054566,0.006484352,Cat,Medium,Up-to-date,1
10,25.44890814,37.06330894,66,5,4,0.696447032,3.185236438,Cat,Small,Not up-to-date,0
2,23.03261736,39.14348666,127,1,1,1.326174962,1.110323105,Dog,Small,Not up-to-date,0
9,5.361318146,39.82747504,176,9,4,2.191346083,0.729757007,Dog,Medium,Not up-to-date,0
3,29.7211454,39.60595812,114,4,2,1.233965203,3.007087208,Dog,Medium,Not up-to-date,0
18,24.87788265,36.45980889,67,1,2,2.603896351,2.045737857,Cat,Large,Up-to-date,1
7,27.13611722,37.47820968,91,3,1,2.967084246,2.247531057,Cat,Small,Not up-to-date,1
15,36.15482154,37.45729103,78,2,2,1.203048998,0.670078405,Dog,Large,Up-to-date,1
18,31.79050991,36.48918507,177,9,2,1.402694661,1.266065797,Cat,Medium,Up-to-date,1
3,31.67477958,36.39250421,71,7,3,2.918363849,0.49506203,Cat,Medium,Up-to-date,0
14,37.23298322,37.53956054,116,6,1,1.395152766,1.674833839,Dog,Small,Not up-to-date,1
2,39.61752816,39.9682862,69,4,2,1.889966283,1.543037261,Cat,Large,Not up-to-date,1
14,24.08874381,38.2757706,137,4,1,2.423104166,3.888164423,Dog,Large,Up-to-date,0
11,6.137501409,38.48712651,150,7,1,1.595861886,4.933681322,Dog,Large,Up-to-date,0
16,19.4469365,37.88407564,167,8,2,1.431519873,4.995919869,Cat,Large,Up-to-date,1
8,31.92884357,38.64932221,80,4,2,1.738970865,1.929717308,Cat,Medium,Not up-to-date,0
7,3.053562341,39.82664832,79,7,4,2.448799708,3.965493582,Dog,Medium,Up-to-date,1
11,4.161722658,38.35479181,63,3,1,1.280405693,1.395624896,Dog,Small,Not up-to-date,0
3,4.551995731,36.26015384,78,9,1,1.377018743,0.715083608,Dog,Medium,Up-to-date,0
17,29.77935882,37.97156228,88,3,2,0.97284826,3.199769387,Dog,Medium,Up-to-date,1
14,21.04433189,39.97100509,130,3,4,2.25404375,2.384493835,Dog,Small,Not up-to-date,1
6,16.01812185,37.54961088,123,2,3,2.748626173,2.968431613,Dog,Medium,Up-to-date,1
8,6.01344772,38.37552495,176,3,2,0.964349802,1.831497436,Dog,Small,Up-to-date,1
5,29.82512951,36.42654705,156,8,4,0.586473843,1.510256964,Cat,Medium,Up-to-date,0
8,14.1987528,36.56472199,131,2,1,1.453176646,4.638951492,Cat,Medium,Up-to-date,0
2,12.08231466,39.49872581,70,1,1,1.525386912,4.417549305,Dog,Large,Not up-to-date,1
15,26.78812966,37.20137851,92,5,2,2.114658817,0.61891498,Cat,Small,Not up-to-date,0
12,23.24241392,37.22180509,84,8,4,0.713977497,3.261562513,Dog,Large,Not up-to-date,0
17,15.77160439,37.54885198,92,6,2,2.553746014,1.789283331,Dog,Large,Up-to-date,0
1,26.37652389,39.86591469,159,2,1,1.934967018,2.837648346,Dog,Large,Not up-to-date,0
15,12.30641777,36.33756198,85,9,4,1.864927297,1.035984671,Dog,Large,Not up-to-date,0
14,32.20354994,39.27505641,95,4,4,1.290907584,3.618259917,Dog,Large,Not up-to-date,0
16,10.71412011,37.36623151,70,3,1,1.413168783,1.549014086,Dog,Small,Up-to-date,0
9,8.035832425,39.3978721,89,4,1,0.638568126,3.442718001,Dog,Large,Up-to-date,1
1,31.73269756,39.9670226,116,3,3,2.384386944,0.71604128,Dog,Small,Not up-to-date,0
17,28.89989717,37.39466964,156,8,3,2.011841409,0.668471913,Cat,Large,Not up-to-date,1
13,8.940281077,36.51742546,69,1,1,2.941071269,1.738420889,Cat,Medium,Not up-to-date,1
5,6.417338602,36.57750199,152,1,4,1.383904432,4.985921843,Cat,Medium,Up-to-date,0
10,33.85916536,39.03496356,84,9,1,2.165609289,4.305218309,Cat,Medium,Up-to-date,0
6,31.51074232,36.57968621,155,7,2,2.798863243,3.1038476,Dog,Medium,Not up-to-date,0
19,14.4357802,37.04168627,127,9,1,2.279202223,1.544226284,Dog,Small,Not up-to-date,1
13,27.01150151,36.81759337,178,3,4,0.600776312,0.820215504,Dog,Large,Not up-to-date,0
1,6.718087089,37.42271426,116,3,3,2.080592006,3.719556432,Cat,Small,Not up-to-date,0
15,21.26781104,36.2974663,162,2,1,1.863477536,1.020694682,Dog,Small,Not up-to-date,1
14,2.711751098,39.42696993,93,2,3,1.748283346,2.057138708,Cat,Small,Up-to-date,1
8,16.88087148,39.44058525,145,9,2,1.882609919,2.645971084,Cat,Large,Not up-to-date,1
10,4.844027216,37.65173159,136,2,4,1.651414567,0.462731863,Cat,Medium,Up-to-date,0
9,20.05559285,38.44835028,113,4,3,2.229580582,3.896888329,Dog,Medium,Up-to-date,0
17,18.02390258,38.56780628,110,4,2,0.537282257,4.70638857,Dog,Small,Up-to-date,1
9,18.88663101,38.99703246,159,9,4,0.971399281,0.73336608,Dog,Medium,Not up-to-date,1
3,3.722589478,38.08276035,65,3,4,1.413464072,4.337807103,Cat,Medium,Not up-to-date,0
11,15.74142097,38.04134418,118,2,3,1.631668176,2.423558499,Cat,Large,Up-to-date,0
12,30.74638627,38.52521511,113,3,3,0.82621587,0.678916762,Cat,Small,Up-to-date,0
10,16.01874619,38.81219358,76,9,3,2.550364944,3.039054019,Dog,Small,Up-to-date,1
17,29.1765342,37.38676151,85,5,4,2.823478429,4.651271397,Cat,Small,Not up-to-date,0
17,16.0401915,37.32148189,147,5,4,2.378038723,4.78694049,Dog,Small,Not up-to-date,1
11,18.08309878,37.07887362,68,7,4,2.822045121,3.598854523,Cat,Medium,Up-to-date,1
4,23.42790029,38.19538622,61,1,3,2.358053431,2.467867456,Dog,Medium,Up-to-date,0
7,38.1259136,37.44062276,79,5,3,1.602640047,0.933418749,Cat,Medium,Up-to-date,1
14,6.136696973,38.16125307,150,9,2,1.482832433,2.999681489,Dog,Small,Not up-to-date,1
7,3.250723209,37.62393906,65,6,1,0.915998455,3.06695195,Cat,Large,Up-to-date,0
8,25.10237298,39.34693673,173,8,2,0.716117603,0.555436738,Cat,Medium,Not up-to-date,0
1,38.06568938,36.29252096,150,8,1,1.049045705,1.268892556,Dog,Small,Up-to-date,0
4,39.60947904,38.28884237,178,1,2,1.830339331,1.536676087,Cat,Small,Up-to-date,0
12,20.3982414,38.302495,177,8,3,0.837367878,4.298153726,Cat,Small,Up-to-date,1
3,19.7871016,37.53486924,147,6,4,2.877908865,2.917238149,Dog,Medium,Up-to-date,1
13,26.50862329,37.68408358,138,4,1,1.046256143,1.219584511,Cat,Small,Not up-to-date,0
6,23.11412077,39.20052544,114,3,4,2.584078488,1.550260065,Dog,Large,Up-to-date,0
11,26.09534619,37.12269484,107,5,1,2.547047407,0.729484693,Dog,Medium,Not up-to-date,1
4,35.21197817,39.48561517,117,5,4,0.853009577,0.221323426,Dog,Medium,Up-to-date,1
16,30.35963444,39.58537322,156,7,2,2.276857119,2.548724051,Cat,Small,Not up-to-date,1
7,20.88134088,38.60247722,101,9,4,2.560284592,0.159210103,Cat,Medium,Up-to-date,0
11,19.55084944,39.09143085,133,1,1,2.710718404,4.960217872,Cat,Small,Up-to-date,0
1,26.30486644,38.45179011,80,9,3,2.88494901,3.861687051,Dog,Small,Not up-to-date,0
7,19.31683881,38.10103645,65,3,1,2.825258661,3.889359468,Dog,Small,Up-to-date,0
12,19.39561535,39.86671102,89,6,4,1.277842644,3.772578879,Dog,Medium,Not up-to-date,0
7,2.619624268,37.13061986,82,6,2,1.169139867,3.205553157,Dog,Small,Not up-to-date,1
7,8.614437221,36.61660379,95,4,1,1.493826041,0.349856649,Dog,Large,Not up-to-date,1
10,20.56351832,37.14994145,169,2,2,1.66251567,2.279924592,Dog,Small,Up-to-date,0
16,33.26083144,38.45850243,172,5,3,1.084712542,1.394802402,Cat,Small,Up-to-date,1
8,12.59162626,36.74073375,62,3,2,0.71520799,1.491134496,Dog,Medium,Up-to-date,0
9,21.86045046,39.63525617,149,4,2,2.141466057,1.85354607,Dog,Small,Not up-to-date,0
9,15.10855922,37.6440976,93,6,1,0.93560196,1.603315716,Cat,Medium,Up-to-date,1
2,5.982551603,39.39985151,89,7,2,2.787249205,3.311032473,Cat,Medium,Not up-to-date,0
13,38.41534236,36.99694618,141,2,2,1.219212008,0.037256022,Dog,Medium,Not up-to-date,0
13,34.47760707,37.25267342,140,3,2,0.994215602,1.831361853,Dog,Large,Up-to-date,0
4,4.98271213,36.23689359,168,7,4,0.985395381,4.722240797,Dog,Large,Not up-to-date,1
12,29.35191597,37.03107077,174,5,2,1.223671235,1.289410967,Cat,Large,Up-to-date,0
17,15.20803637,37.96125528,101,4,2,2.030414473,3.106633153,Dog,Large,Not up-to-date,0
2,39.80429267,39.78454767,80,4,2,2.945792473,2.802105452,Cat,Medium,Up-to-date,0
13,13.49114375,37.5556119,177,9,1,1.715671361,2.446376272,Dog,Large,Not up-to-date,0
18,11.07206092,38.55897552,147,9,1,1.99919496,0.610925362,Dog,Medium,Not up-to-date,1
15,23.57984084,37.71084047,63,7,2,2.606498468,4.179190346,Dog,Large,Not up-to-date,0
8,33.73479421,36.1871674,108,1,2,1.335093612,2.836371438,Dog,Large,Up-to-date,0
15,9.315717129,38.0141305,107,1,4,0.949691681,2.693110455,Cat,Large,Up-to-date,0
1,28.95730525,36.26365459,148,3,2,1.584067465,4.746084352,Cat,Small,Not up-to-date,0
10,4.333450159,39.5347997,110,3,3,1.29673168,0.414001832,Cat,Small,Not up-to-date,0
12,36.91952024,39.01214785,83,7,2,2.66532427,2.457723868,Cat,Small,Not up-to-date,0
5,5.080846814,37.51460589,105,2,1,2.944849616,3.530069161,Cat,Medium,Not up-to-date,0
9,36.7407923,38.56087466,175,8,1,2.220791977,3.98576378,Dog,Large,Not up-to-date,0
8,20.65067548,36.44811262,86,1,2,2.1344019,0.004366258,Cat,Small,Up-to-date,0
16,19.02746229,38.81021995,154,8,1,2.285552927,3.410966164,Cat,Medium,Not up-to-date,0
14,38.98566902,39.29092964,170,9,4,1.669164602,4.77852911,Cat,Small,Not up-to-date,0
13,39.63459875,39.28698259,110,5,1,2.07198629,3.651194068,Cat,Medium,Up-to-date,0
13,26.70676879,37.13711019,158,4,3,0.678152502,2.095165078,Cat,Medium,Not up-to-date,0
5,6.830533091,37.05498478,175,6,2,1.733622207,4.380036425,Dog,Small,Not up-to-date,0
16,21.23446325,38.08559075,79,6,1,1.330916551,4.393130689,Cat,Medium,Not up-to-date,0
11,22.10819784,39.87108865,139,8,1,0.63295086,3.44107606,Dog,Small,Up-to-date,0
5,21.54896427,39.68209191,154,8,2,1.86194077,3.330439808,Cat,Large,Up-to-date,0
13,23.64068986,37.43855393,130,1,1,1.400641193,1.721904203,Dog,Large,Not up-to-date,1
11,2.711539124,39.11931802,77,9,3,1.976534637,1.212503574,Cat,Medium,Not up-to-date,0
19,29.0266367,39.68527106,67,1,2,1.782950171,3.149060674,Dog,Small,Up-to-date,0
3,29.07098347,37.04370586,86,3,1,1.190549141,0.039411801,Dog,Large,Up-to-date,0
15,6.387851457,39.3211826,73,7,4,1.849958637,4.21498981,Dog,Medium,Not up-to-date,0
7,23.66909881,37.07158251,77,5,4,1.446935279,4.513488546,Dog,Large,Up-to-date,0
7,23.59772493,37.3731285,124,6,2,2.80279019,0.820123017,Cat,Small,Up-to-date,0
6,27.93311597,36.79528276,179,8,1,1.439083256,2.862526414,Dog,Medium,Not up-to-date,0
3,5.245112301,38.0283192,90,4,4,0.60037478,0.891338461,Dog,Medium,Not up-to-date,1
13,25.80712568,39.37324358,79,4,3,2.408931882,2.472596881,Cat,Medium,Not up-to-date,0
7,12.66857413,38.11220855,129,8,1,2.909208473,3.192128041,Cat,Medium,Not up-to-date,0
5,21.26611364,36.49376004,104,3,3,0.92345955,1.952683885,Dog,Medium,Not up-to-date,0
18,31.386295,37.00710373,60,6,4,2.931958427,4.474143739,Dog,Large,Not up-to-date,0
8,28.81454558,38.25144747,78,4,2,2.042984643,4.455927639,Cat,Medium,Up-to-date,0
17,6.518314672,38.33274982,98,6,3,2.618464554,2.653675252,Cat,Large,Up-to-date,1
1,24.46502191,38.30762361,178,4,4,1.682238339,2.902354002,Cat,Large,Not up-to-date,1
14,38.82642818,36.30801397,86,2,2,2.056303954,0.013571163,Dog,Medium,Not up-to-date,0
17,7.957238619,39.01478357,115,3,1,2.602644654,1.68968483,Dog,Medium,Up-to-date,0
10,34.41046933,39.6377128,75,8,4,2.957000112,3.803866693,Dog,Small,Not up-to-date,1
12,28.69682706,38.04207579,137,1,4,0.961993209,4.970310366,Dog,Small,Up-to-date,1
16,31.41212589,38.87531715,157,6,1,2.746866551,4.726421121,Cat,Small,Not up-to-date,0
14,12.71441643,39.65606197,66,9,1,2.168179748,0.472940891,Cat,Large,Up-to-date,0
16,12.93977932,38.57049102,79,1,1,2.867152851,2.085977134,Dog,Small,Up-to-date,0
8,36.42873932,38.6973029,90,4,2,1.295267016,0.273221232,Dog,Large,Not up-to-date,0
10,15.67361722,38.88561765,145,7,2,1.106484851,4.187126443,Dog,Large,Not up-to-date,1
17,4.394584846,37.04200981,143,6,1,1.413808654,3.650298047,Cat,Large,Up-to-date,0
18,24.82267474,38.3307115,138,6,2,2.711248264,4.608737574,Cat,Medium,Not up-to-date,0
16,6.743071424,39.36870046,84,9,4,1.649081749,2.508534515,Cat,Large,Not up-to-date,1
17,32.27065717,37.18465092,169,8,2,2.878689199,0.516362667,Cat,Small,Up-to-date,1
16,26.38636482,39.588682,60,5,4,1.105850236,2.919927284,Dog,Small,Not up-to-date,1
19,35.2396072,38.4815278,76,2,4,1.051355445,4.335765753,Cat,Small,Not up-to-date,1
8,31.82381549,37.69269941,139,3,2,2.1960142,0.250263507,Dog,Small,Not up-to-date,0
6,6.260318637,38.49273185,160,3,1,1.22915839,4.074167018,Cat,Large,Not up-to-date,1
6,16.4806857,37.60743962,144,4,3,0.8228871,3.118021318,Dog,Small,Not up-to-date,0
9,31.4332895,39.35214241,86,2,3,1.439845826,0.661132852,Dog,Large,Not up-to-date,1
4,17.85897598,37.92927432,179,8,2,1.165414428,3.295796453,Dog,Medium,Not up-to-date,1
12,38.94988842,39.60485344,178,8,4,1.532453437,0.310457247,Cat,Small,Up-to-date,1
12,29.9581371,38.03923232,158,8,3,0.96627749,0.872258609,Dog,Large,Up-to-date,1
17,2.588996834,38.64147356,83,5,4,2.892457251,0.291723847,Dog,Large,Not up-to-date,0
15,35.43945628,39.99097768,121,6,4,2.504122381,2.921648089,Dog,Large,Up-to-date,0
9,5.830581825,36.58786336,111,6,4,2.602253161,1.438653921,Dog,Small,Up-to-date,0
7,7.339901519,38.94691659,110,7,4,1.244478228,1.442226118,Cat,Small,Not up-to-date,0
10,29.91071122,36.55548891,125,1,3,2.641896748,3.23231177,Cat,Small,Not up-to-date,0
16,34.86880526,39.35546546,116,3,2,1.976959813,0.549985431,Cat,Large,Not up-to-date,1
12,22.38128586,38.38581352,169,3,2,0.641828342,3.166017256,Cat,Large,Up-to-date,0
7,12.98388985,39.75263824,114,7,4,0.883153596,3.489474866,Cat,Medium,Not up-to-date,0
18,15.34999072,39.46382641,112,6,4,1.614906463,4.287221101,Cat,Large,Not up-to-date,0
15,15.02979452,36.29948815,148,9,2,1.484462433,3.357227035,Cat,Large,Not up-to-date,1
6,14.41376794,36.54921017,78,9,1,2.488196333,3.267159091,Cat,Medium,Up-to-date,0
12,11.23056753,38.40468371,168,9,4,2.684173527,3.282865065,Cat,Small,Up-to-date,0
11,25.1369496,38.07325856,72,4,3,2.662326184,0.205778259,Dog,Large,Not up-to-date,0
3,36.21540211,36.67426052,88,3,3,1.438222794,2.208676445,Cat,Medium,Not up-to-date,1
2,13.6691317,36.51743691,155,4,4,2.089436383,2.755880756,Dog,Large,Not up-to-date,0
6,9.094383304,38.25596313,65,3,4,1.742728113,3.325462154,Cat,Medium,Up-to-date,1
5,33.86595132,36.19568619,179,7,2,2.722298126,1.456048119,Dog,Small,Not up-to-date,0
18,30.18776657,39.49494121,132,3,1,2.722429787,3.38956381,Cat,Large,Up-to-date,0
16,37.3718072,39.22833168,175,1,2,0.634680623,1.979274025,Cat,Medium,Not up-to-date,1
8,8.289749953,39.14147989,60,8,1,1.930350374,3.57662859,Cat,Small,Not up-to-date,0
11,7.481549936,36.06398859,83,6,3,1.758665743,0.925216321,Dog,Medium,Not up-to-date,1
10,22.57431698,36.19056377,133,5,2,2.425980384,1.523418303,Cat,Medium,Not up-to-date,1
12,25.34847888,38.19935648,158,8,2,0.989520152,4.747996178,Dog,Large,Up-to-date,0
6,20.24659079,39.97770276,65,8,4,2.23749575,3.789585366,Dog,Small,Not up-to-date,0
5,24.76073218,37.3692648,107,3,4,2.346524253,4.493121054,Dog,Large,Not up-to-date,0
9,8.854431217,37.37749927,79,3,3,0.566865039,1.000959716,Cat,Small,Up-to-date,1
16,20.22532266,36.53711187,161,7,1,1.578170758,4.714408847,Cat,Large,Not up-to-date,0
14,27.00751732,38.69734321,135,3,1,2.947366375,3.720934676,Cat,Small,Not up-to-date,0
8,18.44284507,38.58670676,126,9,3,1.251511283,2.952833195,Dog,Medium,Up-to-date,1
19,27.81899876,36.40528967,114,8,1,2.711330491,0.063754509,Cat,Small,Up-to-date,0
14,19.14526866,37.86964915,77,8,4,1.967225034,0.259541081,Dog,Medium,Up-to-date,0
